SpeciesBROAD	GroupName	LitterSz	Body_mass	Brain_mass	Colour_vision	Social_organization	Coenspecific_violence	Paternal_care	Female_Ranging_patterns	Infanticide	Mating_system	Gestation_length	Weaning_age	Weaning_prop	Seasonal_breeders	BodyMass_kg	BodyMassMale_kg	BodyMassFemale_kg	DielActivity	TrophicGuild	Locomotion	IUCN_ER	IUCN_Pop_Trend	Habitat	BrainSizeSpeciesMean	BrainSizeFemaleMean	Body.MassMaleMean	BodyMassFemaleMean	MassDimorphism	MeanGroupSize	AdultMales	AdultFemale	AdultSexRatio	InterbirthInterval_days	Gestation	WeaningAge_d	MaxLongevity_m	GR_MidRangeLat_dd	Precip_Mean_mm	Temp_Mean_degC	AET_Mean_mm	PET_Mean_mm	HomeRange_km2	DayLength_km	Territoriality	Fruit	Leaves	Fauna	CanineDimorphism	Feed	Move	Rest	Social	Mating.System	SocialSystem	NatalDispersal	StableGroups	Body.mass..g.	Endocranial.volume..cm3.	Neonatal.mass..g.	Offspring.per.litter	Interbirth.interval..days.	Gestation..days.	Lactation..days.	Age.of.female.at.first.reproduction..y.	Maximum.lifespan..y.	Maximum.possible.reproductive.success.under.optimal.conditions..rmax.	SocialMatingSystem	Monopolization	FemalesPerMaleInBreedingGroup	MalesPerBreedingGroup	SocialGroupSize	MaleBodyMass.SexSzeDimorphismDataset..in.g	FemaleBodyMass.SexSizeDimorphismDataset..in.g	SexualSizeDimorphism	MaleCanineHeight.in.mm	FemaleCanineHeight.in.mm	SexualCanineDimorphism	MaleBodyMass.CanineDataset..in.g	CombinedTestesMass.in.g	MaleBodyMass.TestesDataset..in.g	meanMaleBodyMass.in.g	HeadFlesh	HeadSkin	HeadHair	BodyFlesh	BodySkin	BodyHair	BodyPelageDichrom	GenitalFlesh	GenitalSkin	GenitalHair	SexualOrnamentDimorphism..ExcludingDichromatism.	SexualOrnamentDimorphism	TotalOrnamentDimorphism	BasalMetabolicRate_ml_O2.h	RestingMetabolicRate_kcal.day	R_Ratio_MtoF_DLCBirths	R_Mean_LitterSize	R_MostCommon_LitterSize	R_Freq_MostCommon_LitterSize	R_Min_LitterSize	R_Max_LitterSize	R_Expected_Gestation_d	R_Pattern_Breeding	R_Peak_Breeding_Month	R_Peak_Birth_Month	R_Min_Dam_AgeAtConcep_y	R_Min_Sire_AgeAtConcep_y	R_Max_Dam_AgeAtConcep_y	R_Max_Sire_AgeAtConcep_y	M_Mean_All_AdultWeight_g	M_Min_All_AdultWeight_g	M_Max_All_AdultWeight_g	M_Mean_M_AdultWeight_g	M_Min_M_AdultWeight_g	M_Max_M_AdultWeight_g	M_Mean_F_AdultWeight_g	M_Min_F_AdultWeight_g	M_Max_F_AdultWeight_g	M_Mean_All_NeonateWeight_g	M_Min_All_NeonateWeight_g	M_Max_All_NeonateWeight_g	M_Mean_M_NeonateWeight_g	M_Min_M_NeonateWeight_g	M_Max_M_NeonateWeight_g	M_Mean_All_YngAdultWeight_g	M_Min_All_YngAdultWeight_g	M_Max_All_YngAdultWeight_g	M_Mean_M_YngAdultWeight_g	M_Min_M_YngAdultWeight_g	M_Max_M_YngAdultWeight_g	M_Mean_F_YngAdultWeight_g	M_Min_F_YngAdultWeight_g	M_Max_F_YngAdultWeight_g	L_Max_All_Age_y	L_Max_M_Age_y	L_Max_F_Age_y	L_Median_All_Longevity_gt30d_y	L_Median_M_Longevity_gt30d_y	L_Median_F_Longevity_gt30d_y	L_Pct_All_InfMort_lt30d	L_Pct_M_InfMort_lt30d	L_Pct_F_InfMort_lt30d	L_Pct_ND_InfMort_lt30d	Dorsal.Luminance	Ventral.Luminance	Actual.evapotranspiraton..mm.	Positional.behaviour	BodyMassForOrganMass_g	FatFreeBodyMass_g	BrainMass_g	Heart_Mass_g	LungsMass_g	KidneysMass_g	LiverMass_g	DigestiveTractMass_g	StomachMass_g	IntestineMass_g	SpleenMass_g	VisceralOrganMass_g	AdiposeDepots_g	SemicircularCanalRadiusOfCurvatureMean_mm	AxialEyeDiameter_mm	VisualAcuity_cycles.deg	AgilityScore	BV	Medulla	Cerebellum	Mesencephalon	Diencephalon	Telencephalon	MOB	AOB	Piriform.Lobe	Septum	Striatum	Striatum..incl..NAcc.	Schizocortex	Hippocampus	Neocortex..GM.WM.	Neocortex..GM.	Epithalamus	Thalamus	Hypothalamus	Subthalamus	Pallidum	Subthalamic.Nucleus	Optic.Tract	V1..GM.	LGN	Paleocortex	Amygdala	Vmo	VII	XII	Granular.Insula	Dysgranular.Insula	Agranular.Insula	Insula..GM.	Albumin	Albumin.Globulin.Ratio	Albumin.protein.Ratio	Alkaline.Phosphatase	Amylase	Basophils..	Basophils.Abs	Bilirubin.Total	Blood.Urea.Nitrogen	Body.Weight	Bun.Creat.Ratio	Calcium	Chloride	Cholesterol	CPK	Creatinine	Eosinophils..	Eosinophils.Abs	GGT	Globulin	Glucose	Hematocrit	Hemoglobin	Lactic.Dehydrogenase	Lipase	Lymphocytes..	Lymphocytes.Abs	Magnesium	Mean.Corpuscular.Hemoglobin	Mean.Corpuscular.Volume	Mean.Corpusuclar.Hemoglobin.C	Monocytes..	Monocytes.Abs	Neutrophil.Band..	Neutrophil.Band.Abs	Neutrophil.Seg..	Neutrophil.Seg.Abs	Phosphorus	Platelets	Potassium	Red.Blood.Cells	Ser.Glut.Oxaloacetic.Transamin.	Ser.Glut.Pyruvic.Transaminase	Sodium	Total.Protein	Triglycerides	Uric.Acid	White.Blood.Cells	Total.T4	Carbon.Dioxide	Bicarbonate	Bilirubin.Direct	Diastolic.Blood.Pressure	Glycosylated.Hemoglobin	High.Density.Lipoprotein	Iron	Low.Density.Lipoprotein	Rectal.Body.Temperature	Systolic.Blood.Pressure	Fibrinogen	Total.Solids	Axillary.Body.Temperature	Bone.Thickness	Fingernail.Growth.Rate
Pygathrix_nigripes	OWM_Cercopithecidae_Pygathrix_nigripes	NA	NA	NA	Trichromatic	Unimale	0.14	NA	NA	NA	NA	NA	NA	NA	NA	9.88	11.05	8.7	D	Folivore_frugivore	AR	5	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhinopithecus_avunculus	OWM_Cercopithecidae_Rhinopithecus_avunculus	1	NA	NA	Trichromatic	Unimale/Multimale	NA	Absent	Overlap	Low	Polygynous	NA	NA	NA	NA	11.25	14	8.5	D	Folivore_frugivore	AR	5	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200	NA	NA	22.06	1313.2	19.1	1119.8	1214.1	0.10	NA	NA	62	38.0	NA	NA	NA	NA	NA	NA	NA	Polygyny	Bisexual	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polygynous	Yes	NA	NA	80	NA	NA	1.65	17.5	8.8	1.989	14025	NA	NA	14025	0	0	1	0	0	1	0	0	0	1	3	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhinopithecus_bieti	OWM_Cercopithecidae_Rhinopithecus_bieti	NA	9.116029693	4.742407204	Trichromatic	Unimale	3.7	Absent	Overlap	High	Polygynous	204	NA	NA	NA	12.48	15	9.96	D	Folivore	BOTH	4	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	NA	NA	28.69	1820.9	2.6	792.1	1018.5	0.25	1.31	0.2322	NA	86.0	NA	NA	NA	NA	NA	13.1	NA	Polygyny	Bisexual	NA	NA	NA	NA	NA	NA	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhinopithecus_brelichi	OWM_Cercopithecidae_Rhinopithecus_brelichi	NA	NA	NA	Trichromatic	Unimale/Multimale	NA	Absent	Overlap	Low	Polygynous	NA	NA	NA	NA	11.25	14.5	8	D	Folivore	BOTH	4	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polygyny	Bisexual	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhinopithecus_roxellana	OWM_Cercopithecidae_Rhinopithecus_roxellana	1	9.598998362	4.768648655	Trichromatic	Unimale	1.35	Absent	Overlap	High	Polygynous	195	NA	NA	NA	14.75	17.9	11.6	D	Folivore	BOTH	4	1	Forest	117.76	112.7	17900	11600	1.543	NA	NA	NA	NA	NA	199.34	NA	354	32.32	734	9	749.4	870.6	24.28	NA	NA	NA	NA	NA	2.508	NA	NA	NA	NA	NA	Polygynandry	Bisexual	No	NA	NA	NA	NA	NA	199	NA	NA	29.5	NA	Polygynous OR Multimale	Yes OR No	NA	NA	215	17900	11600	1.543	20.06	8	2.508	17900	NA	NA	17900	0	1	0	0	0	1	0	0	0	0	2	2	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.3	60.3	749	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhinopithecus_strykeri	OWM_Cercopithecidae_Rhinopithecus_strykeri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.25	14	8.5	D	Folivore	BOTH	5	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rungwecebus_kipunji	OWM_Cercopithecidae_Rungwecebus_kipunji	NA	NA	NA	Trichromatic	Multimale	NA	Absent	Overlap	Low	Polygynandrous	NA	NA	NA	NA	10	10	NA	D	Omnivore	AR	5	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polygynandry	Sexbiased	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saguinus_bicolor	PLA_Callitrichidae_Saguinus_bicolor	2	NA	NA	Polymorphic	Multimale	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.428	0.43	D	Frugivore	AR	5	1	Forest	NA	NA	428	430	0.995	7.5	NA	NA	NA	NA	160	NA	228	-1.74	1299.9	26.2	1446.9	1659.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.5	52	1447	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saguinus_geoffroyi	PLA_Callitrichidae_Saguinus_geoffroyi	1.97	6.248042875	2.316487998	Polymorphic	Multimale	1.56	Present	Overlap	Low	Polygynous/Monogamous	145	55	0.28	NA	0.49	0.482	0.503	D	Omnivore	AR	2	1	Forest	10.14	10.19	499.3	534.4	0.934	6.3	2.4	2.1	0.88	240.9	142	56	246	6.88	2794.3	25.9	1563.4	1738.4	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Monogamy	Pair	Bisexual	No	517	10.2	48	1.99	243	150	75	2	20.5	0.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	234	50.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.5	69	1563	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	18	12	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saguinus_imperator	PLA_Callitrichidae_Saguinus_imperator	2	NA	NA	Polymorphic	Unimale/Multimale	0.5	Present	Overlap	Low	Polygynous/Polyandrous/Monogamous	NA	NA	NA	NA	0.47	0.474	0.475	D	Omnivore	AR	1	1	Forest	NA	NA	474	475	0.998	7	1	1	1	NA	145	NA	242.4	-9.23	2127.9	24.9	1499.1	1570.9	0.22	2.06	3.8922	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair	Bisexual	No	NA	NA	NA	NA	NA	145	NA	NA	23.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saguinus_inustus	PLA_Callitrichidae_Saguinus_inustus	NA	NA	NA	Polymorphic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.585	0.803	D	Frugivore	AR	1	2	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saguinus_labiatus	PLA_Callitrichidae_Saguinus_labiatus	NA	6.253828812	2.303584593	Polymorphic	Multimale	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.49	0.529	D	Omnivore	AR	1	2	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	299	147	227	NA	20.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saguinus_leucopus	PLA_Callitrichidae_Saguinus_leucopus	2	6.263398263	2.272125886	Polymorphic	Multimale	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.494	0.49	D	Frugivore	AR	4	1	Forest	9.7	9.61	510	539	0.946	NA	NA	NA	NA	NA	142.5	NA	182.4	6.3	1436.6	23.1	1499.6	1576.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142	NA	NA	15.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.5	30.3	1500	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
